BIOGUIDE_ID,OFFICE,QUARTER,PROGRAM,CATEGORY,DATE,TRANSCODE,RECORDID,PAYEE,START DATE,END DATE,PURPOSE,AMOUNT,YEAR,RECIP (orig.)
P000598,HON. JARED POLIS,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,2/1/2017,AP,E0479411,SWAB HILARY,10/24/2016,10/28/2016,CAR RENTAL,359.13,2016,SWAB HILARY
P000599,HON. BILL POSEY,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/30/2017,AP,E0498865,CITIBANK GOV CARD SERVICE,2/21/2017,2/22/2017,CAR RENTAL,285.85,2017,CITIBANK GOV CARD SERVICE
P000523,HON. DAVID E. PRICE,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,2/3/2017,AP,E0481399,WEIN JUSTIN,1/16/2017,1/19/2017,CAR RENTAL,171.94,2017,WEIN JUSTIN
Q000023,HON. MIKE QUIGLEY,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/10/2017,AP,E0493189,HINOJOSA JUAN A,2/25/2017,2/26/2017,CAR RENTAL,230.73,2017,HINOJOSA JUAN A
R000600,HON. AMATA COLEMAN RADEWAGEN,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/14/2017,AP,E0495571,CITIBANK GOV CARD SERVICE,2/13/2017,2/19/2017,CAR RENTAL,399,2017,CITIBANK GOV CARD SERVICE
R000600,HON. AMATA COLEMAN RADEWAGEN,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,1/13/2017,AP,E0478167,CITIBANK GOV CARD SERVICE,11/12/2016,11/13/2016,CAR RENTAL,110.94,2016,CITIBANK GOV CARD SERVICE
R000586,HON. JAMES B. RENACCI,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/1/2017,AP,E0488381,CITIBANK GOV CARD SERVICE,1/17/2017,1/18/2017,CAR RENTAL,307.82,2017,CITIBANK GOV CARD SERVICE
R000586,HON. JAMES B. RENACCI,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,1/24/2017,AP,E0475159,CITIBANK GOV CARD SERVICE,10/23/2016,11/9/2016,CAR RENTAL,854.59,2016,CITIBANK GOV CARD SERVICE
R000597,HON. TOM RICE,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,1/11/2017,AP,E0475192,BARRETT WALKER B.,10/28/2016,11/18/2016,CAR RENTAL,438.23,2016,BARRETT WALKER B.
R000597,HON. TOM RICE,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,1/11/2017,AP,E0475207,BARRETT WALKER B.,10/14/2016,10/21/2016,CAR RENTAL,731.05,2016,BARRETT WALKER B.
R000588,HON. CEDRIC L. RICHMOND,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/27/2017,AP,E0501036,CITIBANK GOV CARD SERVICE,1/13/2017,2/27/2017,CAR RENTAL,2966.53,2017,CITIBANK GOV CARD SERVICE
R000588,HON. CEDRIC L. RICHMOND,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,2/6/2017,AP,E0485415,CITIBANK GOV CARD SERVICE,12/13/2016,12/13/2016,CAR RENTAL,239.46,2016,CITIBANK GOV CARD SERVICE
R000588,HON. CEDRIC L. RICHMOND,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,2/7/2017,AP,E0485413,CITIBANK GOV CARD SERVICE,11/17/2016,12/5/2016,CAR RENTAL,1085.83,2016,CITIBANK GOV CARD SERVICE
R000588,HON. CEDRIC L. RICHMOND,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/21/2017,AP,E0499555,CITIBANK GOV CARD SERVICE,12/9/2016,1/2/2017,CAR RENTAL,1554.55,2017,CITIBANK GOV CARD SERVICE
R000591,HON. MARTHA ROBY,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,2/28/2017,AP,E0489089,CITIBANK GOV CARD SERVICE,1/6/2017,1/9/2017,CAR RENTAL,182.63,2017,CITIBANK GOV CARD SERVICE
R000591,HON. MARTHA ROBY,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/24/2017,AP,E0498206,CITIBANK GOV CARD SERVICE,2/20/2017,2/25/2017,CAR RENTAL,153.9,2017,CITIBANK GOV CARD SERVICE
R000591,HON. MARTHA ROBY,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/28/2017,AP,E0498171,TAYLOR EMILY C,2/20/2017,2/25/2017,CAR RENTAL,398.98,2017,TAYLOR EMILY C
R000582,HON. DAVID P. ROE,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/14/2017,AP,E0494325,CITIBANK GOV CARD SERVICE,2/16/2017,2/17/2017,CAR RENTAL,124.1,2017,CITIBANK GOV CARD SERVICE
R000607,HON. FRANCIS ROONEY,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/9/2017,AP,E0493064,CARTER JESSICA L.,2/20/2017,2/22/2017,CAR RENTAL,371.58,2017,CARTER JESSICA L.
R000583,HON. THOMAS J. ROONEY,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/22/2017,AP,E0496714,MOORE JESSICA,2/22/2017,2/23/2017,CAR RENTAL,242.86,2017,MOORE JESSICA
R000583,HON. THOMAS J. ROONEY,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/22/2017,AP,E0496719,CALLAHAN ANDREW W.,2/21/2017,2/24/2017,CAR RENTAL,331.77,2017,CALLAHAN ANDREW W.
R000583,HON. THOMAS J. ROONEY,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/22/2017,AP,E0496721,RODGERS MEGHAN R.,2/21/2017,2/24/2017,CAR RENTAL,525.08,2017,RODGERS MEGHAN R.
R000583,HON. THOMAS J. ROONEY,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,2/28/2017,AP,E0490377,CITIBANK GOV CARD SERVICE,12/26/2016,1/1/2017,CAR RENTAL,1278.1,2017,CITIBANK GOV CARD SERVICE
R000580,HON. PETER J. ROSKAM,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/10/2017,AP,E0493606,PASCH DAVID H.,2/9/2017,2/10/2017,CAR RENTAL,162.56,2017,PASCH DAVID H.
R000593,HON. DENNIS A. ROSS,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/1/2017,AP,E0489739,ROBEL MELISSA A.,1/26/2017,1/27/2017,CAR RENTAL,236.26,2017,ROBEL MELISSA A.
R000593,HON. DENNIS A. ROSS,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/9/2017,AP,E0493239,FOTI ANTHONY,2/8/2017,2/9/2017,CAR RENTAL,187.99,2017,FOTI ANTHONY
R000593,HON. DENNIS A. ROSS,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/9/2017,AP,E0493241,GLENN KYLE P,2/18/2017,2/19/2017,CAR RENTAL,354.76,2017,GLENN KYLE P
R000593,HON. DENNIS A. ROSS,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/9/2017,AP,E0493430,FOTI ANTHONY,2/20/2017,2/23/2017,CAR RENTAL,483.45,2017,FOTI ANTHONY
R000593,HON. DENNIS A. ROSS,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/29/2017,AP,E0498847,ROBEL MELISSA A.,2/20/2017,2/23/2017,CAR RENTAL,560.4,2017,ROBEL MELISSA A.
R000593,HON. DENNIS A. ROSS,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,1/12/2017,AP,E0475818,GLENN KYLE P,12/19/2016,12/21/2016,CAR RENTAL,200.4,2016,GLENN KYLE P
R000593,HON. DENNIS A. ROSS,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,1/12/2017,AP,E0475828,FOTI ANTHONY,12/19/2016,12/21/2016,CAR RENTAL,275.17,2016,FOTI ANTHONY
R000598,HON. KEITH J. ROTHFUS,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,2/3/2017,AP,E0483585,SHIVELY ALEXANDER,1/9/2017,1/11/2017,CAR RENTAL,235.8,2017,SHIVELY ALEXANDER
R000598,HON. KEITH J. ROTHFUS,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,2/3/2017,AP,E0483587,HASLER KIRSTEN R.,1/13/2017,1/18/2017,CAR RENTAL,132.45,2017,HASLER KIRSTEN R.
R000598,HON. KEITH J. ROTHFUS,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,2/16/2017,AP,E0487673,SHIVELY ALEXANDER,2/2/2017,2/3/2017,CAR RENTAL,180.72,2017,SHIVELY ALEXANDER
R000598,HON. KEITH J. ROTHFUS,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/13/2017,AP,E0494165,SHIVELY ALEXANDER,2/22/2017,2/24/2017,CAR RENTAL,227.63,2017,SHIVELY ALEXANDER
R000598,HON. KEITH J. ROTHFUS,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,1/17/2017,AP,E0478234,SUBICH BRIAN L.,12/12/2016,12/14/2016,CAR RENTAL,103.04,2016,SUBICH BRIAN L.
R000603,HON. DAVID ROUZER,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/30/2017,AP,907797,MURPHY MELISSA C.,3/5/2017,3/7/2017,CAR RENTAL,270.37,2017,MURPHY MELISSA C.
R000487,HON. EDWARD R. ROYCE,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,2/21/2017,AP,902660,PORTER AMY M.,2/8/2017,2/10/2017,CAR RENTAL,301.83,2017,PORTER AMY M.
R000487,HON. EDWARD R. ROYCE,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/6/2017,AP,902661,SU SHELLEY,1/26/2017,2/11/2017,CAR RENTAL,471.34,2017,SU SHELLEY
R000487,HON. EDWARD R. ROYCE,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/24/2017,AP,908032,FREEMAN PETER,2/8/2017,2/11/2017,CAR RENTAL,284.07,2017,FREEMAN PETER
R000599,HON. RAUL RUIZ,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/9/2017,AP,E0495951,RUBINFIELD SARAH E.,2/21/2017,2/24/2017,CAR RENTAL,146.42,2017,RUBINFIELD SARAH E.
R000599,HON. RAUL RUIZ,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,1/5/2017,AP,E0474381,CITIBANK GOV CARD SERVICE,11/7/2016,11/13/2016,CAR RENTAL,318.08,2016,CITIBANK GOV CARD SERVICE
R000515,HON. BOBBY L. RUSH,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/16/2017,AP,E0494575,CITIBANK GOV CARD SERVICE,1/9/2017,1/25/2017,CAR RENTAL,824.75,2017,CITIBANK GOV CARD SERVICE
R000515,HON. BOBBY L. RUSH,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,1/5/2017,AP,E0472671,JOHNSON DEBRA N.,12/5/2016,12/11/2016,CAR RENTAL,253.11,2016,JOHNSON DEBRA N.
S001177,HON. GREGORIO SABLAN,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/3/2017,AP,E0492366,SCHWALBACH ROBERT J,2/19/2017,2/24/2017,CAR RENTAL,245,2017,SCHWALBACH ROBERT J
S001177,HON. GREGORIO SABLAN,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/24/2017,AP,E0498554,CITIBANK GOV CARD SERVICE,2/23/2017,2/23/2017,CAR RENTAL,114.99,2017,CITIBANK GOV CARD SERVICE
S001177,HON. GREGORIO SABLAN,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,1/17/2017,AP,E0475893,CITIBANK GOV CARD SERVICE,10/5/2016,10/14/2016,CAR RENTAL,391.5,2016,CITIBANK GOV CARD SERVICE
S001177,HON. GREGORIO SABLAN,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,2/6/2017,AP,E0481845,CITIBANK GOV CARD SERVICE,9/26/2016,10/9/2016,CAR RENTAL,829,2016,CITIBANK GOV CARD SERVICE
S001177,HON. GREGORIO SABLAN,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,2/6/2017,AP,E0481845,CITIBANK GOV CARD SERVICE,10/12/2016,10/17/2016,CAR RENTAL,366.28,2016,CITIBANK GOV CARD SERVICE
S001177,HON. GREGORIO SABLAN,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,2/6/2017,AP,E0481845,CITIBANK GOV CARD SERVICE,10/24/2016,11/6/2016,CAR RENTAL,824,2016,CITIBANK GOV CARD SERVICE
S001177,HON. GREGORIO SABLAN,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,2/6/2017,AP,E0481845,CITIBANK GOV CARD SERVICE,11/10/2016,11/27/2016,CAR RENTAL,1035.4,2016,CITIBANK GOV CARD SERVICE
S001177,HON. GREGORIO SABLAN,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,2/13/2017,AP,E0486671,CITIBANK GOV CARD SERVICE,12/15/2016,1/2/2017,CAR RENTAL,1124.45,2017,CITIBANK GOV CARD SERVICE
S001156,HON. LINDA T. SANCHEZ,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/14/2017,AP,E0495335,NGUYEN ALEXANDER D,1/16/2017,1/18/2017,CAR RENTAL,119.69,2017,NGUYEN ALEXANDER D
S001156,HON. LINDA T. SANCHEZ,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/14/2017,AP,E0495335,NGUYEN ALEXANDER D,2/21/2017,2/24/2017,CAR RENTAL,240.83,2017,NGUYEN ALEXANDER D
S001156,HON. LINDA T. SANCHEZ,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/20/2017,AP,E0497094,FISHER SULKALA MARGARET L.,2/21/2017,2/24/2017,CAR RENTAL,481.5,2017,FISHER SULKALA MARGARET L.
S001176,HON. STEVE SCALISE,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/22/2017,AP,E0496551,CITIBANK GOV CARD SERVICE,12/20/2016,12/29/2016,CAR RENTAL,523.85,2016,CITIBANK GOV CARD SERVICE
S001150,HON. ADAM B. SCHIFF,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/10/2017,AP,E0494801,SIMONS EMILY R,2/21/2017,2/26/2017,CAR RENTAL,394.41,2017,SIMONS EMILY R
S001180,HON. KURT SCHRADER,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,1/13/2017,AP,E0475854,HACKBARTH JOSEPH A.,12/18/2016,12/23/2016,CAR RENTAL,195.18,2016,HACKBARTH JOSEPH A.
S001180,HON. KURT SCHRADER,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,1/13/2017,AP,E0475861,PREIM-SIDDON WHITLEE L.,12/16/2016,12/21/2016,CAR RENTAL,167.65,2016,PREIM-SIDDON WHITLEE L.
S001180,HON. KURT SCHRADER,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,1/13/2017,AP,E0475862,STOKES ZACHARY E.,12/16/2016,12/21/2016,CAR RENTAL,167.65,2016,STOKES ZACHARY E.
S001180,HON. KURT SCHRADER,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,1/13/2017,AP,E0475863,HOLLAND STEPHEN M.,12/17/2016,12/20/2016,CAR RENTAL,109.43,2016,HOLLAND STEPHEN M.
S001180,HON. KURT SCHRADER,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,1/31/2017,AP,E0480104,CITIBANK GOV CARD SERVICE,12/16/2016,12/21/2016,CAR RENTAL,577.54,2016,CITIBANK GOV CARD SERVICE
S001183,HON. DAVID SCHWEIKERT,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,2/16/2017,AP,E0488179,SCHWAB OLIVER,1/13/2017,1/16/2017,CAR RENTAL,251.08,2017,SCHWAB OLIVER
S001183,HON. DAVID SCHWEIKERT,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,2/17/2017,AP,E0488194,SCHWAB OLIVER,1/28/2017,1/28/2017,CAR RENTAL,127.67,2017,SCHWAB OLIVER
S001183,HON. DAVID SCHWEIKERT,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/9/2017,AP,E0493381,SCHWAB OLIVER,2/22/2017,2/22/2017,CAR RENTAL,253.42,2017,SCHWAB OLIVER
S001183,HON. DAVID SCHWEIKERT,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/13/2017,AP,E0495954,LEANDER THOMAS C.,2/23/2017,2/23/2017,CAR RENTAL,204.48,2017,LEANDER THOMAS C.
S001183,HON. DAVID SCHWEIKERT,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/20/2017,AP,E0497092,SCHWAB OLIVER,3/6/2017,3/6/2017,CAR RENTAL,146.68,2017,SCHWAB OLIVER
S001189,HON. AUSTIN SCOTT,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/30/2017,AP,E0499954,YOUNG JOBY F.,2/21/2017,2/22/2017,CAR RENTAL,132.33,2017,YOUNG JOBY F.
S001157,HON. DAVID SCOTT,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/21/2017,AP,E0495836,CITIBANK GOV CARD SERVICE,2/23/2017,2/24/2017,CAR RENTAL,135.58,2017,CITIBANK GOV CARD SERVICE
S000250,HON. PETE SESSIONS,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/31/2017,AP,E0500935,BOOTHE CAROLINE S.,2/8/2017,2/10/2017,CAR RENTAL,339.97,2017,BOOTHE CAROLINE S.
S001185,HON. TERRI A. SEWELL,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,2/16/2017,AP,E0484841,CITIBANK GOV CARD SERVICE,12/16/2016,12/21/2017,CAR RENTAL,232.56,2017,CITIBANK GOV CARD SERVICE
S001185,HON. TERRI A. SEWELL,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/30/2017,AP,E0497789,THOMAS SHASHRINA L,2/13/2017,3/7/2017,CAR RENTAL,129.45,2017,THOMAS SHASHRINA L
S001170,HON. CAROL SHEA-PORTER,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/17/2017,AP,E0497141,ANDREWS NAOMI E,1/18/2017,1/22/2017,CAR RENTAL,228.82,2017,ANDREWS NAOMI E
S001170,HON. CAROL SHEA-PORTER,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/21/2017,AP,E0497129,CITIBANK GOV CARD SERVICE,2/6/2017,2/28/2017,CAR RENTAL,556.21,2017,CITIBANK GOV CARD SERVICE
S001170,HON. CAROL SHEA-PORTER,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/30/2017,AP,E0500717,CITIBANK GOV CARD SERVICE,2/4/2017,2/6/2017,CAR RENTAL,137.53,2017,CITIBANK GOV CARD SERVICE
S001148,HON. MICHAEL K. SIMPSON,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,2/9/2017,AP,E0483179,HUFFMAN ETHAN M.,1/16/2017,1/18/2017,CAR RENTAL,122.39,2017,HUFFMAN ETHAN M.
S000510,HON. ADAM SMITH,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/30/2017,AP,E0498867,BRYANT REBECCA M,3/2/2017,3/7/2017,CAR RENTAL,260.44,2017,BRYANT REBECCA M
S000510,HON. ADAM SMITH,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,2/21/2017,AP,E0486509,CHANDLER SHANA M.,6/1/2016,6/6/2016,CAR RENTAL,203.74,2016,CHANDLER SHANA M.
S001172,HON. ADRIAN SMITH,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/4/2017,AP,E0490059,REIMERS JERAD R.,2/10/2017,2/12/2017,CAR RENTAL,113.92,2017,REIMERS JERAD R.
S001195,HON. JASON SMITH,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,2/16/2017,AP,E0487061,CITIBANK GOV CARD SERVICE,12/7/2016,12/13/2017,CAR RENTAL,368.7,2017,CITIBANK GOV CARD SERVICE
S001195,HON. JASON SMITH,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,2/17/2017,AP,E0488610,CITIBANK GOV CARD SERVICE,1/17/2017,1/25/2017,CAR RENTAL,204.31,2017,CITIBANK GOV CARD SERVICE
S001195,HON. JASON SMITH,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/20/2017,AP,E0493769,CITIBANK GOV CARD SERVICE,1/6/2017,1/11/2017,CAR RENTAL,137.5,2017,CITIBANK GOV CARD SERVICE
S001195,HON. JASON SMITH,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/20/2017,AP,E0493769,CITIBANK GOV CARD SERVICE,1/15/2017,1/18/2017,CAR RENTAL,272.52,2017,CITIBANK GOV CARD SERVICE
S001195,HON. JASON SMITH,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/22/2017,AP,E0500012,CITIBANK GOV CARD SERVICE,2/11/2017,2/17/2017,CAR RENTAL,247.5,2017,CITIBANK GOV CARD SERVICE
S001195,HON. JASON SMITH,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/22/2017,AP,E0500012,CITIBANK GOV CARD SERVICE,2/14/2017,2/16/2017,CAR RENTAL,105.2,2017,CITIBANK GOV CARD SERVICE
S001195,HON. JASON SMITH,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/22/2017,AP,E0500013,CITIBANK GOV CARD SERVICE,1/4/2017,1/23/2017,CAR RENTAL,985.18,2017,CITIBANK GOV CARD SERVICE
S001195,HON. JASON SMITH,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,1/6/2017,AP,E0473013,CITIBANK GOV CARD SERVICE,9/19/2016,9/21/2016,CAR RENTAL,147.24,2016,CITIBANK GOV CARD SERVICE
S001195,HON. JASON SMITH,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,1/24/2017,AP,E0478766,CITIBANK GOV CARD SERVICE,12/6/2016,12/15/2016,CAR RENTAL,154.56,2016,CITIBANK GOV CARD SERVICE
S001195,HON. JASON SMITH,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,1/24/2017,AP,E0479928,CITIBANK GOV CARD SERVICE,11/28/2016,12/2/2016,CAR RENTAL,164.58,2016,CITIBANK GOV CARD SERVICE
S001195,HON. JASON SMITH,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,2/10/2017,AP,E0479923,CITIBANK GOV CARD SERVICE,12/21/2016,12/23/2016,CAR RENTAL,157.8,2016,CITIBANK GOV CARD SERVICE
S001195,HON. JASON SMITH,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,2/13/2017,AP,E0479929,CITIBANK GOV CARD SERVICE,12/20/2016,12/23/2016,CAR RENTAL,333.49,2016,CITIBANK GOV CARD SERVICE
S001195,HON. JASON SMITH,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,2/16/2017,AP,E0487066,CITIBANK GOV CARD SERVICE,12/1/2016,12/5/2016,CAR RENTAL,457.69,2016,CITIBANK GOV CARD SERVICE
S001195,HON. JASON SMITH,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,2/16/2017,AP,E0487066,CITIBANK GOV CARD SERVICE,12/9/2016,12/11/2016,CAR RENTAL,180,2016,CITIBANK GOV CARD SERVICE
S001195,HON. JASON SMITH,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,2/16/2017,AP,E0487066,CITIBANK GOV CARD SERVICE,12/20/2016,12/23/2016,CAR RENTAL,149.31,2016,CITIBANK GOV CARD SERVICE
S001195,HON. JASON SMITH,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/2/2017,AP,E0489496,ENTERPRISE RENT-A-CAR,8/1/2016,8/8/2016,CAR RENTAL,401.7,2016,ENTERPRISE RENT-A-CAR
S001195,HON. JASON SMITH,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/20/2017,AP,912150,CITIBANK GOV CARD SERVICE,12/7/2016,12/13/2016,CAR RENTAL,368.7,2016,CITIBANK GOV CARD SERVICE
S001195,HON. JASON SMITH,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/22/2017,AP,E0499999,CITIBANK GOV CARD SERVICE,8/22/2016,8/25/2016,CAR RENTAL,139.8,2016,CITIBANK GOV CARD SERVICE
S000583,HON. LAMAR SMITH,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/7/2017,AP,E0493322,VINYARD ASHLEE R.,2/22/2017,2/24/2017,CAR RENTAL,113.93,2017,VINYARD ASHLEE R.
S000583,HON. LAMAR SMITH,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/13/2017,AP,E0494934,PETT JENNIFER M.,2/22/2017,2/24/2017,CAR RENTAL,126.32,2017,PETT JENNIFER M.
S001175,HON. JACKIE SPEIER,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,2/16/2017,AP,E0488335,CONNOLLY JOSH,2/8/2017,2/11/2017,CAR RENTAL,202.65,2017,CONNOLLY JOSH
S001196,HON. ELISE M. STEFANIK,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,2/22/2017,AP,E0489278,FLANAGIN THOMAS,2/8/2017,2/8/2017,CAR RENTAL,103.87,2017,FLANAGIN THOMAS
S001196,HON. ELISE M. STEFANIK,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/2/2017,AP,E0491846,STEWART-HESTER PATRICK D.,2/8/2017,2/10/2017,CAR RENTAL,103.87,2017,STEWART-HESTER PATRICK D.
S001196,HON. ELISE M. STEFANIK,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/21/2017,AP,E0497386,CITIBANK GOV CARD SERVICE,2/6/2017,2/13/2017,CAR RENTAL,309.95,2017,CITIBANK GOV CARD SERVICE
S001196,HON. ELISE M. STEFANIK,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/21/2017,AP,E0497387,CITIBANK GOV CARD SERVICE,2/8/2017,2/10/2017,CAR RENTAL,103.87,2017,CITIBANK GOV CARD SERVICE
S001196,HON. ELISE M. STEFANIK,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,1/17/2017,AP,E0478400,CITIBANK GOV CARD SERVICE,12/1/2016,12/2/2016,CAR RENTAL,128.53,2016,CITIBANK GOV CARD SERVICE
S001192,HON. CHRIS STEWART,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,2/10/2017,AP,E0483634,GILES JORDAN G.,1/25/2017,1/27/2017,CAR RENTAL,308.57,2017,GILES JORDAN G.
S001192,HON. CHRIS STEWART,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/6/2017,AP,E0488825,LEAVITT ALLISON B.,2/8/2017,2/11/2017,CAR RENTAL,152.64,2017,LEAVITT ALLISON B.
